"ALL_RATE_1112";"leanm11";"STNAM";"LONGITUDE";"LATITUDE";"leaid11";"ALL_COHORT_1112";"pct_Not_HS_Grad_ACS_08_12";"pct_Civ_emp_25_44_ACS_08_12"
89.0;"Sioux Center Comm School District";"IOWA";;;1926370;73;13.50394773;95.24904215
85.0;"Sioux City Comm School District";"IOWA";;;1926400;888;5.520702635;90.78694818
95.0;"Solon Comm School District";"IOWA";;;1926580;93;3.47674924;99.10775566
89.0;"South Hamilton Comm School District";"IOWA";;;1926640;51;6.421356421;92.50645995
89.0;"South Tama County Comm School District";"IOWA";;;1926730;83;20.00873744;91.67842031
95.0;"South Winneshiek Comm School District";"IOWA";;;1926790;70;9.761793554;95.23809524
96.0;"Southeast Polk Comm School District";"IOWA";;;1926820;425;3.642802935;98.13664596
89.0;"Spencer Comm School District";"IOWA";;;1926910;159;9.752992106;90.70990359
89.0;"Spirit Lake Comm School District";"IOWA";;;1927000;107;11.6970547;98.36734694
59.0;"Storm Lake Comm School District";"IOWA";;;1927390;162;41.37049348;97.26848768
90.0;"West Central Valley Comm School District";"IOWA";;;1927500;60;9.387617766;93.52226721
94.0;"Sumner Comm School District";"IOWA";;;1927600;62;6.369008536;88.20754717
89.0;"Tipton Comm School District";"IOWA";;;1927870;59;11.62790698;96.06741573
90.0;"Turkey Valley Comm School District";"IOWA";;;1928110;55;9.761793554;95.23809524
96.0;"Urbandale Comm School District";"IOWA";;;1928680;267;3.745048614;95.07853403
89.0;"Van Buren Comm School District";"IOWA";;;1928980;62;13.95056556;87.69968051
89.0;"Vinton-Shellsburg Comm School District";"IOWA";;;1929310;129;6.616662202;85.22954092
95.0;"East Sac County Comm School District";"IOWA";;;1929580;77;8.513189448;97.71573604
90.0;"Wapsie Valley Comm School District";"IOWA";;;1929760;58;6.875;96.81697613
89.0;"Washington Comm School District";"IOWA";;;1930240;128;13.9941691;91.35959339
74.0;"Waterloo Comm School District";"IOWA";;;1930480;704;5.632115039;98.49749583
98.0;"Waukee Comm School District";"IOWA";;;1930510;301;1.594987183;97.5
95.0;"Waverly-Shell Rock Comm School District";"IOWA";;;1930540;157;8.687068115;96.05734767
89.0;"Webster City Comm School District";"IOWA";;;1930630;121;17.54537597;86.99731904
89.0;"West Branch Comm School District";"IOWA";;;1930750;56;5.348542459;98.62570736
95.0;"West Delaware County Comm School District";"IOWA";;;1930900;137;11.28848347;94.34822243
92.0;"West Des Moines Comm School District";"IOWA";;;1930930;683;0.276352152;94.87471526
89.0;"West Liberty Comm School District";"IOWA";;;1930990;74;18.42184218;97.21082855
90.0;"West Lyon Comm School District";"IOWA";;;1931020;60;7.828205909;97.85522788
95.0;"West Marshall Comm School District";"IOWA";;;1931080;72;9.125475285;90.79159935
90.0;"West Monona Comm School District";"IOWA";;;1931110;51;7.2543618;89.46428571
97.0;"Western Dubuque Comm School District";"IOWA";;;1931350;233;12.12326448;98.04772234
89.0;"Westwood Comm School District";"IOWA";;;1931470;54;;
95.0;"Williamsburg Comm School District";"IOWA";;;1931680;91;5.614823133;96.7372134
89.0;"Wilton Comm School District";"IOWA";;;1931800;72;11.43114311;95.02814259
95.0;"Winterset Comm School District";"IOWA";;;1931860;124;6.135338346;85.25641026
94.0;"PCM Comm School District";"IOWA";;;1999017;96;7.800550627;94.71326165
89.0;"Smoky Valley";"KANSAS";;;2000002;89;5.710370032;100.0
94.0;"Wamego";"KANSAS";;;2000003;97;4.668166479;98.4984985
90.0;"Rock Creek";"KANSAS";;;2000004;59;7.206068268;97.08798017
89.0;"Hiawatha";"KANSAS";;;2000006;73;11.36012365;85.25280899
84.0;"Ottawa";"KANSAS";;;2000015;167;7.560453015;92.71708684
90.0;"Marysville";"KANSAS";;;2000016;52;7.648026316;93.46504559
90.0;"Scott County";"KANSAS";;;2000017;57;14.04069767;95.24913094
84.0;"Abilene";"KANSAS";;;2003180;122;10.76130509;92.77108434
95.0;"Auburn Washburn";"KANSAS";;;2003200;442;1.630561379;100.0
94.0;"Labette County";"KANSAS";;;2003300;117;6.424936387;98.93899204
89.0;"Andover";"KANSAS";;;2003360;412;4.678826328;95.18011162
79.0;"Anthony-Harper";"KANSAS";;;2003390;60;14.96720334;91.54589372
76.0;"Arkansas City";"KANSAS";;;2003450;221;28.11140122;88.26530612
94.0;"Atchison Public Schools";"KANSAS";;;2003540;119;12.39919355;86.83431953
79.0;"Augusta";"KANSAS";;;2003630;157;10.6189665;84.34782609
95.0;"Baldwin City";"KANSAS";;;2003720;102;5.131103074;96.95393759
84.0;"Basehor-Linwood";"KANSAS";;;2003780;245;5.16028147;95.90792839
89.0;"Baxter Springs";"KANSAS";;;2003810;55;12.62694651;95.80786026
90.0;"Beloit";"KANSAS";;;2003870;59;9.597197898;100.0
90.0;"Belle Plaine";"KANSAS";;;2003900;53;7.385478342;95.13960703
81.0;"Bonner Springs";"KANSAS";;;2004050;206;11.81712515;93.12436805
94.0;"Buhler";"KANSAS";;;2004200;142;8.226539893;93.34203655
94.0;"Burlington";"KANSAS";;;2004290;63;7.250129467;92.85714286
89.0;"Caney Valley";"KANSAS";;;2004410;74;14.33002481;94.63414634
94.0;"Chanute Public Schools";"KANSAS";;;2004590;137;12.22672065;88.50574713
95.0;"Chapman";"KANSAS";;;2004620;84;9.140369967;86.61764706
95.0;"Cheney";"KANSAS";;;2004670;65;5.455365194;91.79104478
59.0;"Cherryvale";"KANSAS";;;2004740;81;17.5;89.25619835
94.0;"Clay Center";"KANSAS";;;2004890;108;6.43974241;98.65196078
94.0;"Clearwater";"KANSAS";;;2004920;111;7.800224467;98.58490566
84.0;"Coffeyville";"KANSAS";;;2004980;137;13.32709114;93.37423313
94.0;"Colby Public Schools";"KANSAS";;;2005010;69;11.44238517;100.0
94.0;"Columbus";"KANSAS";;;2005070;77;14.18332705;94.44444444
79.0;"Concordia";"KANSAS";;;2005100;98;10.86803105;92.99516908
90.0;"Conway Springs";"KANSAS";;;2005130;52;11.47540984;94.27184466
95.0;"Morris County";"KANSAS";;;2005280;63;10.39387309;96.80170576
87.0;"Derby";"KANSAS";;;2005460;472;3.900281464;90.32608696
94.0;"De Soto";"KANSAS";;;2005490;379;4.812834225;99.11032029
84.0;"Dodge City";"KANSAS";;;2005580;475;50.51051051;85.83333333
94.0;"Douglass Public Schools";"KANSAS";;;2005610;61;7.442224834;90.29126214
90.0;"Easton";"KANSAS";;;2005640;56;6.877579092;89.66202783
95.0;"Atchison Co Comm Schools";"KANSAS";;;2005700;63;9.525412319;93.94673124
89.0;"El Dorado";"KANSAS";;;2005730;134;10.23688663;90.62937063
69.0;"Elkhart";"KANSAS";;;2005790;75;18.16901409;96.55172414
83.0;"Emporia";"KANSAS";;;2005940;319;14.1686747;92.63721553
79.0;"Eudora";"KANSAS";;;2006090;142;5.155723906;95.49121974
89.0;"Fort Scott";"KANSAS";;;2006180;116;13.96772398;94.5945946
79.0;"Fredonia";"KANSAS";;;2006270;54;20.1585504;93.46733668
89.0;"Frontenac Public Schools";"KANSAS";;;2006300;54;11.45222491;94.96644295
89.0;"Galena";"KANSAS";;;2006360;59;19.65380454;89.51965066
79.0;"Garden City";"KANSAS";;;2006390;500;39.9026764;84.64419476
94.0;"Gardner Edgerton";"KANSAS";;;2006420;331;7.133676093;78.18974918
94.0;"Garnett";"KANSAS";;;2006450;96;13.30702002;92.47730221
95.0;"Girard";"KANSAS";;;2006480;82;13.19882304;91.74825175
92.0;"Goddard";"KANSAS";;;2006540;369;4.888888889;95.47546012
74.0;"Goodland";"KANSAS";;;2006580;65;12.43601325;96.96048632
83.0;"Great Bend";"KANSAS";;;2006660;230;10.94117647;81.49659864
34.0;"Kiowa County";"KANSAS";;;2006720;153;9.20209668;95.66210046
90.0;"Halstead";"KANSAS";;;2006840;59;9.231762427;91.01123596
90.0;"Southern Lyon County";"KANSAS";;;2006930;52;5.335892514;97.21362229
84.0;"Haven Public Schools";"KANSAS";;;2006960;95;14.89789086;97.30363423
85.0;"Hays";"KANSAS";;;2007020;234;6.073446328;100.0
89.0;"Haysville";"KANSAS";;;2007050;408;11.27075351;92.53731343
90.0;"Hesston";"KANSAS";;;2007170;56;6.399212405;98.03921569
90.0;"Hoisington";"KANSAS";;;2007320;58;10.29207232;98.60465116
90.0;"Holcomb";"KANSAS";;;2007350;56;34.69937989;94.43365696
94.0;"Holton";"KANSAS";;;2007380;90;7.712970069;97.4789916
89.0;"South Brown County";"KANSAS";;;2007470;53;11.58080141;95.41734861
89.0;"Hugoton Public Schools";"KANSAS";;;2007560;86;16.0353071;95.18072289
83.0;"Hutchinson Public Schools";"KANSAS";;;2007620;374;22.28530873;100.0
89.0;"Independence";"KANSAS";;;2007650;165;9.366666667;92.59708738
94.0;"Iola";"KANSAS";;;2007740;91;9.739201304;92.93966624
74.0;"Geary County Schools";"KANSAS";;;2007890;432;2.733367715;96.2745098
67.0;"Kansas City";"KANSAS";;;2007950;1329;;
94.0;"Kaw Valley";"KANSAS";;;2007970;106;6.509121061;96.07250755
89.0;"Kingman - Norwich";"KANSAS";;;2008070;90;14.94252874;96.46869984
89.0;"Prairie View";"KANSAS";;;2008250;81;11.37940605;90.81309398
94.0;"Lansing";"KANSAS";;;2008340;215;15.65795507;86.95035461
89.0;"Ft Larned";"KANSAS";;;2008370;62;11.53515065;100.0
88.0;"Lawrence";"KANSAS";;;2008400;812;7.084095064;97.91932059
84.0;"Leavenworth";"KANSAS";;;2008430;282;33.1185567;94.35215947
88.0;"Liberal";"KANSAS";;;2008730;307;17.91260383;92.67548322
84.0;"Louisburg";"KANSAS";;;2008970;121;2.305159166;98.86201992
89.0;"Lyons";"KANSAS";;;2009030;56;14.24973012;93.97874852
94.0;"Maize";"KANSAS";;;2009140;513;5.496564647;93.01075269
74.0;"Manhattan-Ogden";"KANSAS";;;2009180;578;1.82847192;91.21621622
94.0;"Royal Valley";"KANSAS";;;2009320;63;5.757931845;95.16339869
90.0;"McLouth";"KANSAS";;;2009360;55;5.640511406;96.8456948
84.0;"McPherson";"KANSAS";;;2009390;183;9.736842105;98.20359281
90.0;"Jefferson West";"KANSAS";;;2009510;58;4.335195531;98.74804382
95.0;"North Ottawa County";"KANSAS";;;2009570;64;9.181415929;95.63380282
95.0;"Mulvane";"KANSAS";;;2009840;153;1.957536516;98.39896149
90.0;"Neodesha";"KANSAS";;;2009900;58;22.40623478;90.92409241
84.0;"Newton";"KANSAS";;;2009960;253;16.13389626;87.95309168
84.0;"Nickerson";"KANSAS";;;2009990;83;5.837285662;100.0
89.0;"Norton Community Schools";"KANSAS";;;2010020;52;13.36717428;99.78791092
91.0;"Olathe";"KANSAS";;;2010140;1950;5.894864783;97.25882973
94.0;"Osage City";"KANSAS";;;2010230;64;13.53199805;98.91304348
84.0;"Osawatomie";"KANSAS";;;2010260;107;12.46466931;89.59417274
89.0;"Santa Fe Trail";"KANSAS";;;2010410;77;7.663487738;94.06976744
94.0;"Paola";"KANSAS";;;2010500;154;7.63608871;88.79443586
94.0;"Parsons";"KANSAS";;;2010560;115;11.19347665;91.27659575
94.0;"Perry Public Schools";"KANSAS";;;2010620;63;9.053007743;92.64990329
94.0;"Piper-Kansas City";"KANSAS";;;2010680;103;3.244495944;94.10138249
89.0;"Pittsburg";"KANSAS";;;2010710;187;11.64021164;100.0
90.0;"West Franklin";"KANSAS";;;2010800;54;5.756506396;92.78846154
74.0;"Pratt";"KANSAS";;;2010890;94;12.26451365;88.88888889
95.0;"Renwick";"KANSAS";;;2011080;160;3.962900506;96.97732998
94.0;"Riley County";"KANSAS";;;2011100;63;;
89.0;"Riverton";"KANSAS";;;2011130;69;9.684037751;93.47222222
94.0;"Rose Hill Public Schools";"KANSAS";;;2011250;173;1.832247557;97.14599341
79.0;"Russell County";"KANSAS";;;2011310;58;10.26187576;92.95454546
81.0;"Salina";"KANSAS";;;2011370;542;9.976905312;93.68308351
90.0;"Seaman";"KANSAS";;;2011490;298;6.514285714;96.07142857
91.0;"Shawnee Mission Pub Sch";"KANSAS";;;2011640;2154;12.86531131;92.89340102
90.0;"Silver Lake";"KANSAS";;;2011700;58;6.397544854;99.48301329
49.0;"Spring Hill";"KANSAS";;;2011850;477;3.454085931;95.69635386
97.0;"Blue Valley";"KANSAS";;;2012000;1642;2.675159236;99.10213244
94.0;"Shawnee Heights";"KANSAS";;;2012180;277;4.816606207;89.76874562
95.0;"Tonganoxie";"KANSAS";;;2012210;158;6.236189541;96.58273381
68.0;"Topeka Public Schools";"KANSAS";;;2012260;1033;7.749469214;87.51322751
94.0;"Circle";"KANSAS";;;2012300;146;6.586328693;95.004095
77.0;"Turner-Kansas City";"KANSAS";;;2012360;311;10.88082902;97.69911504
84.0;"Ulysses";"KANSAS";;;2012420;102;21.37585662;96.27906977
89.0;"Valley Center Pub Sch";"KANSAS";;;2012510;178;4.564533054;98.0248307
90.0;"Lebo-Waverly";"KANSAS";;;2012810;52;11.06471816;86.5248227
84.0;"Wellington";"KANSAS";;;2012840;119;6.650750341;89.8136646
84.0;"Wellsville";"KANSAS";;;2012870;66;3.354380426;90.75391181
74.0;"Wichita";"KANSAS";;;2012990;3581;7.773279352;95.33592449
84.0;"Winfield";"KANSAS";;;2013050;177;11.93442623;90.85768143
79.0;"Acadia Parish";"LOUISIANA";;;2200030;543;28.68525896;92.74537696
87.0;"Zachary Community School District";"LOUISIANA";;;2200039;351;5.065608789;97.06973294
74.0;"City of Baker School District";"LOUISIANA";;;2200040;114;17.75006633;98.75679876
84.0;"Allen Parish";"LOUISIANA";;;2200060;252;20.1566224;93.33333333
87.0;"Ascension Parish";"LOUISIANA";;;2200090;1364;10.43638883;93.42181189
79.0;"Assumption Parish";"LOUISIANA";;;2200120;301;23.81165919;98.27255278
62.0;"Avoyelles Parish";"LOUISIANA";;;2200150;445;26.64924886;92.93008641
87.0;"Beauregard Parish";"LOUISIANA";;;2200180;396;16.37136782;92.43781095
79.0;"Bienville Parish";"LOUISIANA";;;2200210;149;20.85582113;95.25
59.0;"City of Bogalusa School District";"LOUISIANA";;;2200240;98;29.24901186;61.15107914
74.0;"Bossier Parish";"LOUISIANA";;;2200270;1317;4.442429737;97.24943482
63.0;"Caddo Parish";"LOUISIANA";;;2200300;3003;4.856343758;92.31692677
78.0;"Calcasieu Parish";"LOUISIANA";;;2200330;2052;13.72783083;89.49185989
84.0;"Caldwell Parish";"LOUISIANA";;;2200360;108;28.88381201;85.59176672
84.0;"Cameron Parish";"LOUISIANA";;;2200390;79;36.68596237;100.0
69.0;"Catahoula Parish";"LOUISIANA";;;2200420;108;39.11925426;92.14501511
74.0;"Claiborne Parish";"LOUISIANA";;;2200450;178;30.6912776;95.74468085
69.0;"Concordia Parish";"LOUISIANA";;;2200480;233;23.10739437;91.27516779
77.0;"DeSoto Parish";"LOUISIANA";;;2200510;331;20.32146958;99.58246347
66.0;"East Baton Rouge Parish";"LOUISIANA";;;2200540;2658;;
74.0;"East Carroll Parish";"LOUISIANA";;;2200570;91;32.71103896;63.92251816
64.0;"East Feliciana Parish";"LOUISIANA";;;2200600;115;9.271523179;100.0
62.0;"Evangeline Parish";"LOUISIANA";;;2200630;407;48.80127864;88.96551724
64.0;"Franklin Parish";"LOUISIANA";;;2200660;193;20.58521561;92.79279279
77.0;"Grant Parish";"LOUISIANA";;;2200690;217;24.64046021;91.66666667
71.0;"Iberia Parish";"LOUISIANA";;;2200720;850;21.77642501;94.60580913
59.0;"Iberville Parish";"LOUISIANA";;;2200750;323;25.91706539;94.4595822
79.0;"Jackson Parish";"LOUISIANA";;;2200780;142;17.75128866;98.36065574
85.0;"Jefferson Davis Parish";"LOUISIANA";;;2200810;393;17.3070018;89.54703833
70.0;"Jefferson Parish";"LOUISIANA";;;2200840;2921;14.68481375;86.69833729
70.0;"Lafayette Parish";"LOUISIANA";;;2200870;2169;17.65856385;96.69582119
81.0;"Lafourche Parish";"LOUISIANA";;;2200900;917;;
79.0;"LaSalle Parish";"LOUISIANA";;;2200960;154;23.3197556;89.3557423
79.0;"Lincoln Parish";"LOUISIANA";;;2200990;402;23.66412214;86.4628821
76.0;"Livingston Parish";"LOUISIANA";;;2201020;1543;16.90486825;90.73502162
69.0;"Madison Parish";"LOUISIANA";;;2201050;136;24.19260129;61.74055829
64.0;"City of Monroe School District";"LOUISIANA";;;2201080;588;11.80776575;98.38249286
65.0;"Morehouse Parish";"LOUISIANA";;;2201110;306;24.59677419;88.15331011
69.0;"Natchitoches Parish";"LOUISIANA";;;2201140;409;17.05861706;91.69859515
89.0;"Orleans Parish";"LOUISIANA";;;2201170;1174;27.33245729;86.77419355
73.0;"Ouachita Parish";"LOUISIANA";;;2201200;1313;21.57800359;94.62184874
83.0;"Plaquemines Parish";"LOUISIANA";;;2201230;259;18.73239437;100.0
64.0;"Pointe Coupee Parish";"LOUISIANA";;;2201260;130;15.1611439;88.46153846
70.0;"Rapides Parish";"LOUISIANA";;;2201290;1529;0.0;
74.0;"Red River Parish";"LOUISIANA";;;2201320;79;32.44186047;82.65625
69.0;"Richland Parish";"LOUISIANA";;;2201350;258;27.06495589;79.29936306
75.0;"Sabine Parish";"LOUISIANA";;;2201380;295;26.07228916;96.58848614
75.0;"St. Bernard Parish";"LOUISIANA";;;2201410;357;17.3959445;77.46478873
84.0;"St. Charles Parish";"LOUISIANA";;;2201440;751;17.04369383;98.65229111
64.0;"St. Helena Parish";"LOUISIANA";;;2201470;68;17.31207289;90.90196078
72.0;"St. James Parish";"LOUISIANA";;;2201500;291;14.99312242;94.38596491
68.0;"St. John the Baptist Parish";"LOUISIANA";;;2201530;412;26.07228916;94.08983452
64.0;"St. Landry Parish";"LOUISIANA";;;2201560;859;16.57687526;94.80431849
77.0;"St. Martin Parish";"LOUISIANA";;;2201590;549;22.19730942;99.78723404
73.0;"St. Mary Parish";"LOUISIANA";;;2201620;691;20.09029345;82.95081967
79.0;"St. Tammany Parish";"LOUISIANA";;;2201650;2523;3.841387856;100.0
71.0;"Tangipahoa Parish";"LOUISIANA";;;2201680;1389;18.41657208;88.16466552
77.0;"Terrebonne Parish";"LOUISIANA";;;2201740;1256;28.59560068;93.82716049
64.0;"Union Parish";"LOUISIANA";;;2201770;169;24.00339271;87.17948718
82.0;"Vermilion Parish";"LOUISIANA";;;2201800;507;22.07188161;95.24564184
80.0;"Vernon Parish";"LOUISIANA";;;2201830;524;2.146210597;93.42465753
81.0;"Washington Parish";"LOUISIANA";;;2201860;359;17.69669893;92.94532628
72.0;"Webster Parish";"LOUISIANA";;;2201890;481;19.83845548;94.9706622
63.0;"West Baton Rouge Parish";"LOUISIANA";;;2201920;256;19.38401369;88.22704976
74.0;"West Carroll Parish";"LOUISIANA";;;2201950;133;25.49084859;89.85507246
74.0;"West Feliciana Parish";"LOUISIANA";;;2201980;149;15.7409187;92.09164819
74.0;"Winn Parish";"LOUISIANA";;;2202010;166;30.37406484;86.4
78.0;"Auburn School Department";"MAINE";;;2302610;281;8.876560333;92.41935484
86.0;"Augusta Public Schools";"MAINE";;;2302640;240;8.037634409;91.8614021
80.0;"Bangor School Department";"MAINE";;;2302820;316;8.125778331;98.9010989
85.0;"Biddeford School Department";"MAINE";;;2303150;242;6.793579694;98.54748603
89.0;"Boothbay-Boothbay Hbr CSD";"MAINE";;;2303290;58;3.631284916;93.67088608
89.0;"Brewer School Department";"MAINE";;;2303510;172;8.288626609;100.0
89.0;"Brunswick School Department";"MAINE";;;2303780;228;5.012077295;96.57039711
89.0;"Calais School Department";"MAINE";;;2303870;71;14.04958678;100.0
95.0;"Cape Elizabeth School Department";"MAINE";;;2303930;135;1.51142355;97.94007491
95.0;"Falmouth School Department";"MAINE";;;2305670;176;2.438087925;97.8810106
91.0;"Gorham School Department";"MAINE";;;2306060;214;3.152364273;96.2622549
79.0;"Hermon School Department";"MAINE";;;2306510;153;6.11024441;85.47925608
94.0;"Kittery School Department";"MAINE";;;2307140;66;8.085430969;97.63560501
71.0;"Lewiston School Department";"MAINE";;;2307320;349;9.381424033;86.0479798
94.0;"Lisbon School Department";"MAINE";;;2307530;116;5.678042887;89.86852282
94.0;"Madawaska School Department";"MAINE";;;2307800;62;16.76263596;98.25834543
84.0;"Mt Desert CSD";"MAINE";;;2308500;118;9.599027947;91.45299145
77.0;"Portland Public Schools";"MAINE";;;2309930;562;14.06727829;93.67924528
80.0;"Sanford School Department";"MAINE";;;2310500;295;16.55587211;82.35294118
93.0;"Scarborough School Department";"MAINE";;;2310530;264;6.213425129;95.87519831
79.0;"RSU 11/MSAD 11";"MAINE";;;2310590;183;9.79020979;85.67567568
89.0;"RSU 15/MSAD 15";"MAINE";;;2310710;144;3.122782115;100.0
86.0;"RSU 17/MSAD 17";"MAINE";;;2310770;269;14.51574141;94.82625483
94.0;"RSU 79/MSAD 01";"MAINE";;;2310860;147;4.476709014;95.04950495
69.0;"RSU 86/MSAD 20";"MAINE";;;2310890;56;16.93939394;87.77292576
94.0;"RSU 22/MSAD 22";"MAINE";;;2310950;183;7.12227254;94.21182266
94.0;"MSAD 27";"MAINE";;;2311100;82;18.20338983;93.13186813
89.0;"RSU 29/MSAD 29";"MAINE";;;2311160;71;17.73612113;93.53233831
90.0;"RSU 31/MSAD 31";"MAINE";;;2311250;52;13.31592689;92.28395062
89.0;"RSU 35/MSAD 35";"MAINE";;;2311370;198;3.909205549;97.63173475
89.0;"RSU 37/MSAD 37";"MAINE";;;2311430;56;12.3970346;85.64593301
94.0;"RSU 03/MSAD 03";"MAINE";;;2311520;109;12.43053524;91.17983963
84.0;"RSU 40/MSAD 40";"MAINE";;;2311550;163;8.633312996;94.73684211
89.0;"RSU 41/MSAD 41";"MAINE";;;2311580;56;11.8902439;87.54863813
84.0;"RSU 44/MSAD 44";"MAINE";;;2311670;76;6.343476019;80.46875
90.0;"RSU 80/MSAD 04";"MAINE";;;2311730;52;10.67780873;95.02074689
86.0;"RSU 06/MSAD 06";"MAINE";;;2311790;302;5.620022753;93.41010877
79.0;"RSU 09/MSAD 09";"MAINE";;;2311880;195;12.84357821;92.27467811
83.0;"South Portland School Department";"MAINE";;;2312330;226;2.693965517;97.02760085
74.0;"Waterville Public Schools";"MAINE";;;2313350;154;10.76561275;93.0785124
95.0;"Wells-Ogunquit CSD";"MAINE";;;2313490;111;6.693530334;99.03961585
79.0;"Westbrook School Department";"MAINE";;;2313560;180;8.673811119;92.21153846
89.0;"Winslow Schools";"MAINE";;;2313860;124;10.69277108;93.15476191
95.0;"Yarmouth Schools";"MAINE";;;2314100;100;3.611349957;87.45387454
94.0;"York School Department";"MAINE";;;2314130;146;2.681091251;98.6784141
89.0;"RSU 52/MSAD 52";"MAINE";;;2314160;164;10.18753168;96.2184874
89.0;"RSU 55/MSAD 55";"MAINE";;;2314190;106;10.6903164;85.76576577
94.0;"RSU 61/MSAD 61";"MAINE";;;2314210;144;10.4743833;95.17766498
95.0;"RSU 51/MSAD 51";"MAINE";;;2314240;167;3.209670696;89.79885058
94.0;"RSU 58/MSAD 58";"MAINE";;;2314300;65;11.23201123;88.30242511
89.0;"RSU 49/MSAD 49";"MAINE";;;2314330;193;10.104881;91.62727887
79.0;"RSU 64/MSAD 64";"MAINE";;;2314440;96;11.98460693;85.5513308
79.0;"MSAD 46";"MAINE";;;2314530;68;10.6122449;89.42436412
94.0;"RSU 59/MSAD 59";"MAINE";;;2314560;65;13.96761134;92.09245742
75.0;"RSU 54/MSAD 54";"MAINE";;;2314590;218;13.03160359;91.02209945
86.0;"RSU 57/MSAD 57";"MAINE";;;2314670;267;8.178277802;98.22695036
79.0;"RSU 60/MSAD 60";"MAINE";;;2314700;238;9.287833828;90.18218624
89.0;"RSU 74/MSAD 74";"MAINE";;;2314767;56;13.64665912;91.93899782
90.0;"RSU 75/MSAD 75";"MAINE";;;2314768;239;5.726439791;96.05442177
79.0;"RSU 01 - LKRSU";"MAINE";;;2314772;189;7.101542417;94.07176287
94.0;"RSU 21";"MAINE";;;2314773;180;3.576678099;96.74796748
84.0;"RSU 16";"MAINE";;;2314775;123;8.76433121;92.72997033
84.0;"RSU 02";"MAINE";;;2314776;165;4.430705822;95.67779961
89.0;"RSU 26";"MAINE";;;2314778;104;4.581245526;95.56650246
91.0;"RSU 18";"MAINE";;;2314779;214;7.772380292;98.01169591
69.0;"RSU 12";"MAINE";;;2314780;52;9.956236324;90.58380414
84.0;"RSU 34";"MAINE";;;2314782;136;14.1543514;91.55555556
79.0;"RSU 04";"MAINE";;;2314783;116;9.293244826;95.19094767
84.0;"RSU 23";"MAINE";;;2314784;85;6.353688669;100.0
89.0;"RSU 19";"MAINE";;;2314785;179;11.13892366;85.3968254
84.0;"RSU 13";"MAINE";;;2314787;173;6.993603412;97.59450172
89.0;"RSU 38";"MAINE";;;2314788;125;7.958287596;98.53658537
94.0;"RSU 05";"MAINE";;;2314789;123;5.02484815;96.18768328
84.0;"RSU 24";"MAINE";;;2314790;225;12.73320896;87.17948718
85.0;"RSU 20";"MAINE";;;2314791;213;12.38734018;94.58515284
90.0;"RSU 14";"MAINE";;;2314793;288;6.433241932;99.55703212
84.0;"RSU 39";"MAINE";;;2314794;156;8.76747141;87.28652751
81.0;"RSU 10";"MAINE";;;2314795;233;15.87793012;92.54658385
84.0;"RSU 25";"MAINE";;;2314796;115;7.8125;95.88235294
90.0;"Allegany County Public Schools";"MARYLAND";;;2400030;689;11.90813723;88.33034111
85.0;"Anne Arundel County Public Schools";"MARYLAND";;;2400060;5675;14.32068544;98.21989529
66.0;"Baltimore City Public Schools";"MARYLAND";;;2400090;6288;10.62887511;96.56652361
84.0;"Baltimore County Public Schools";"MARYLAND";;;2400120;8131;9.013893595;93.61979167
92.0;"Calvert County Public Schools";"MARYLAND";;;2400150;1423;6.323304437;88.56589147
87.0;"Caroline County Public Schools";"MARYLAND";;;2400180;393;36.36794689;93.8331318
95.0;"Carroll County Public Schools";"MARYLAND";;;2400210;2394;6.225117626;95.03184713
84.0;"Cecil County Public Schools";"MARYLAND";;;2400240;1293;10.54225992;91.19318182
90.0;"Charles County Public Schools";"MARYLAND";;;2400270;2373;23.67676768;94.76635514
79.0;"Dorchester County Public Schools";"MARYLAND";;;2400300;375;11.64658635;89.5565093
93.0;"Frederick County Public Schools";"MARYLAND";;;2400330;3146;3.046044864;96.75052411
94.0;"Garrett County Public Schools";"MARYLAND";;;2400360;330;12.59477675;96.31336406
88.0;"Harford County Public Schools";"MARYLAND";;;2400390;2985;2.527849186;87.56805808
90.0;"Howard County Public Schools";"MARYLAND";;;2400420;4172;10.14446228;89.88941548
94.0;"Kent County Public Schools";"MARYLAND";;;2400450;174;14.0953509;91.46341463
87.0;"Montgomery County Public Schools";"MARYLAND";;;2400480;11306;8.303155717;96.67896679
73.0;"Prince George's County Public Schools";"MARYLAND";;;2400510;10262;13.72984992;93.77637131
92.0;"Queen Anne's County Public Schools";"MARYLAND";;;2400540;632;21.82587666;97.2270364
84.0;"Somerset County Public Schools";"MARYLAND";;;2400570;201;14.33785193;87.24202627
88.0;"St. Mary's County Public Schools";"MARYLAND";;;2400600;1358;13.80493033;87.47412008
89.0;"Talbot County Public Schools";"MARYLAND";;;2400630;375;10.88011088;87.5
90.0;"Washingtion County Public Schools";"MARYLAND";;;2400660;1679;27.23483094;90.47619048
81.0;"Wicomico County Public Schools";"MARYLAND";;;2400690;1100;26.65106604;88.15967524
93.0;"Worcester County Public Schools";"MARYLAND";;;2400720;564;4.124304623;92.75766017
88.0;"Quabbin";"MASSACHUSETTS";;;2500001;232;6.402439024;89.2251816
84.0;"Spencer-E Brookfield";"MASSACHUSETTS";;;2500002;118;17.07380457;82.66494179
89.0;"Southwick-Tolland";"MASSACHUSETTS";;;2500013;162;6.288032454;93.27510917
94.0;"Manchester Essex Regional";"MASSACHUSETTS";;;2500067;120;7.211723872;95.18569464
